ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.7329971399390397,0.7266406309017023,0.21948170092794253,0.172226272943658,0.7360479348154784,0.4341474200858314,-0.28054980282462766,2.329801320511279,1.265525549846501,1
-1.1436199827636175,1.9152672194681095,-1.348880621906836,1.603403317544798,-2.3553216168741993,-0.3640540414383507,0.37413462858438756,-0.03814224333155619,0.039441147094088184,0
0.5578930841681244,0.7310814457680749,-0.8632522329475004,0.5851773405331242,-0.9317066811936264,-1.0755612902193767,1.2616959745945617,0.037718367901786586,0.16730425954370468,1
1.2105002020557045,-0.17951264676551543,-1.1743388840662587,-0.2833649608520934,1.2944903462916357,-0.4925550880174218,0.6201207749595908,1.215206173184282,0.22672220083113595,0
-0.21594947697550934,0.6138820494709959,1.1483193056698562,1.0186032232237239,0.2707485687897867,1.227764984076623,1.8381934528464225,-0.37111983274176447,0.49326104888530714,1
0.6400724592144721,0.878758692495583,-0.18963911071738668,0.4587507782218504,-0.6980554879426037,-0.5472898037327402,-0.4935396189507156,0.7786967075825774,0.6153352285677433,0
-0.03714416986339911,0.13589216407003474,-1.0612917912386288,0.38061093593930106,1.6957210069711475,0.4614584175087564,0.2452212564735988,-0.1755726120818173,-0.2726298565408547,1
-1.1933303961668673,-1.430981785512093,-0.26706520653380955,0.021788989155023385,0.06071650613964816,-1.728308974933974,0.004154401957421799,-1.279091579610273,0.9891536342819617,0
-1.3567556746970908,1.3267068043976824,0.720631459179047,-3.6162633574961305,-2.085978008221032,0.31731382081616344,-0.1364526832260014,0.3214915193467096,0.8626299715187851,1
0.3920151983202747,1.3190046862246794,-0.7630133456496202,1.1480828742589555,1.0964420871821565,-0.01441894754119518,1.097061743177689,0.015744624561912925,0.09814247981688792,1
-2.9988744173812947,-1.3748408371567329,0.926604155884304,-0.6691670540591845,-0.8334533721688397,-0.6065273060038182,-0.04996628500029457,-1.311280013032901,0.8797821869726814,0
-1.196595422094593,1.1239839283406377,-0.9613373878932826,0.15849951636768547,0.6255207887347158,0.14815469110231455,-1.2911134923766572,-0.7044493190844954,1.1450726130187345,1
0.5595724518534843,-0.8545095884215416,0.7584184211459785,1.4095166156218581,0.5578802671693642,1.1184341262248862,-0.6987810853270454,0.8476083163611284,0.5467922147977444,1
1.0503975004527901,1.2101014811705353,-0.13435575571573383,0.32294947403740876,1.243740332307647,-0.09607784461518146,-0.2063487482955044,0.015744624561912925,-0.023670088914471386,0
0.11175008322623844,0.14255349229415515,0.1973350736365845,0.4043170519488312,0.19831107922214525,1.8783866700210905,-0.24344833293964854,-0.23697421926082768,-0.5302053576476788,0
-0.03714416986339911,1.938841861245933,-1.1465686654990062,1.4689179256665548,-1.5170682054599958,0.5261908873167384,-0.7720533190802117,0.4780941407470431,-0.6564712464056119,0
-0.7888439007174576,-0.8872337355583237,0.4436014936516927,-0.5155407906745294,0.45841027729074824,0.5578009439186655,0.4528652931553263,-0.8248451601711225,0.18020026530566527,0
0.22971602273188826,-0.0028622874712695176,-0.5201578083441246,-0.507264608995033,0.5907752442763429,-1.5445999295806636,-0.33743809079243037,0.8945088433820434,-0.873365570234513,0
-0.807309034751139,-0.9647236032185309,0.11091792296420774,0.26873894572552665,0.6348174241711909,-0.3046476421089068,1.2433861406173121,0.8642576601898464,0.4037762304781902,1
-1.4820297148182533,-0.3180376677578449,-0.9531623809524519,1.394833836282283,-0.017153514886289842,0.41892190148079267,-0.647966539976788,1.4758894100031992,-0.2347208963086042,1
-0.03714416986339911,0.8398734634092435,-1.5131022081141463,0.9215005431107219,-0.017153514886289842,-0.6318164814121277,0.3493315359077303,-0.11636104193776399,-0.6797437109503985,0
-0.29707210462960887,-0.8492152731460266,1.6421917745751964,-0.6631687250974279,-0.9759783826826535,0.5848611477588718,0.004356544172958069,0.3337701143888915,0.42751762632699614,1
1.5327097431410073,0.08563299672091416,-0.8802929831680188,0.42559124245926444,0.8920733654642938,-1.0832442642613525,0.28361875559534655,-0.19026223775356363,0.20838978037178033,0
0.13500654823145888,-0.04384321896565046,-0.06232097326736309,-0.3417147730341221,0.7439024193050937,-0.10006246657008393,-0.8848121054755508,0.9342634270110497,0.391900328011725,0
-1.0617262855291112,-1.2102282577423955,0.4741080734882,-0.484894035633445,1.2722363632782914,0.6006642247464213,0.7981789094350008,-0.9644454532471072,0.0848389071894841,0
-0.03714416986339911,1.9552529578479105,-0.28707379061344873,1.0445864056870307,0.968713712497655,-2.1585351697615685,-0.4512953760597077,-1.1191404912178624,-0.3893991166065071,0
-0.13281435124043026,0.4286676419650944,-0.8798193930649538,0.08344858358365717,-0.47225185624755306,1.7701923793893313,0.5101381046306481,0.2650123129885844,0.17366188779659014,0
1.3730465196186434,1.2800537417324125,-1.4813593808862935,1.7121503093126964,-0.24113792686584087,-0.5555022428113084,1.497076075306801,2.021675214932375,-1.8351800724887786,0
0.21204008867873195,0.5450989653775535,-1.1755241899284605,1.3666611926517545,1.1537094604792868,-0.8573582782224811,0.27423426921748384,0.8709645635047301,-0.1766182047544913,0
-0.5201426737080501,-0.29225589168724925,1.2045334308328837,0.655834795191702,-0.542700101150713,0.4530487611234337,-0.012660794099602227,-0.387026741495453,1.2055519859412411,0
-0.9905493964624047,0.9301614560645682,0.7142263058376347,0.5694355408152666,-1.1040646607206581,-0.9267885387375288,0.22385140675614335,-1.9682142561152738,1.396278318129517,1
0.5150236311585833,0.5130404117549195,-0.3661549865448314,-0.4023843058383939,-0.47727417926584603,-0.26113175794182575,0.788793972700646,-0.6620059119482149,-0.536302322119946,1
